,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,ENT,code,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_4
17291,2,1,1,1,1,1,2,2,1,10,10017773,1,2,2,2,1,2,1,2,2,2
17292,3,1,1,1,1,1,1,2,1,10,10017774,1,1,2,2,1,2,1,2,2,1
17293,2,1,1,1,1,1,1,4,1,10,10017775,1,1,2,2,1,1,1,1,2,1
17294,3,1,1,1,1,1,1,9,1,10,10017821,1,1,2,2,1,2,1,2,1,1
17295,3,1,1,1,1,1,2,5,1,10,10017822,1,2,2,2,1,2,1,1,2,2
17296,2,1,1,1,1,1,2,4,1,10,10017823,1,2,1,2,1,2,1,1,2,1
17297,2,1,1,1,1,1,2,2,1,10,10017824,1,1,1,2,2,2,1,2,2,2
17298,3,1,1,1,1,1,1,6,1,10,10017825,1,2,2,2,1,2,1,2,2,1
17299,3,1,1,1,1,1,2,1,1,10,10017881,1,2,2,2,1,1,1,2,1,1
17300,3,1,1,1,1,1,2,4,1,10,10017882,1,1,2,2,1,2,1,2,2,1
17301,3,1,1,1,1,1,2,3,1,10,10017883,1,2,2,2,1,2,1,2,2,1
17302,2,1,1,1,1,1,2,2,1,10,10017884,1,1,1,1,1,2,1,1,2,2
17303,2,1,1,1,1,1,1,6,1,10,10017885,1,1,1,1,2,1,1,2,2,1
17304,2,1,1,1,1,1,1,4,1,10,10017961,1,2,2,2,1,2,1,2,2,2
17305,2,1,1,1,1,1,1,5,1,10,10017962,1,1,2,2,1,2,1,2,2,1
17306,2,2,1,1,1,2,2,4,1,10,10017963,1,1,2,2,1,2,2,2,2,2
17307,3,1,1,1,1,1,1,4,1,10,10017964,1,1,2,2,1,2,1,2,2,1
17308,2,1,1,1,1,1,2,3,1,10,10017965,1,1,2,2,1,2,1,1,2,1
17309,3,1,1,1,1,1,1,3,1,10,10018401,1,1,2,1,1,2,1,2,1,1
17310,3,1,1,1,1,1,1,3,1,10,10018402,1,1,1,1,1,2,1,2,2,1
17311,2,1,1,1,1,1,1,1,1,10,10018403,1,2,2,2,1,2,1,1,1,1
17312,3,1,1,1,1,1,1,4,1,10,10018404,1,1,1,1,1,2,1,1,1,1
17313,2,1,1,1,1,1,2,2,1,10,10018405,1,1,1,1,1,2,1,2,1,1
17314,2,1,1,1,1,2,2,1,1,10,10018542,1,1,1,1,2,2,1,2,2,2
17315,3,1,1,1,1,1,2,3,1,10,10018543,1,2,2,2,1,2,1,2,2,1
17316,3,1,1,1,1,1,1,6,1,10,10018544,1,1,1,1,1,1,1,2,2,1
17317,3,1,1,1,1,1,2,1,1,10,10018545,1,2,2,2,1,2,1,2,2,1
17318,3,1,1,1,1,1,1,4,1,10,10018621,1,2,2,2,1,1,1,2,1,1
17319,3,1,1,1,1,1,1,6,1,10,10018624,1,2,2,2,1,1,1,2,1,1
17320,3,1,1,1,1,1,1,3,1,10,10018625,1,2,2,2,1,2,1,2,1,1
17321,3,1,1,1,1,1,2,4,1,10,10018721,1,2,1,1,1,1,1,2,1,1
17322,3,1,1,1,1,1,2,4,1,10,10018722,1,1,2,2,1,2,1,2,1,1
17323,2,1,1,1,1,1,2,2,1,10,10018723,1,2,1,2,1,2,1,2,2,1
17324,3,1,1,1,1,1,2,2,1,10,10018724,1,2,2,2,2,2,2,2,2,2
17325,3,1,1,1,1,1,1,5,1,10,10018725,1,2,1,1,1,2,1,2,1,1
17326,2,1,1,1,1,1,1,2,1,10,10018771,1,1,1,2,2,2,1,2,2,1
17327,2,1,1,1,1,1,2,2,1,10,10018772,1,1,2,2,1,2,1,2,2,2
17328,3,1,1,1,1,1,2,1,1,10,10018773,1,2,2,2,1,2,1,2,1,1
17329,3,1,1,1,1,1,1,3,1,10,10018774,1,1,1,1,1,2,1,2,1,1
17330,3,1,1,1,1,1,1,4,1,10,10018775,1,2,2,2,1,1,1,1,1,1
17331,3,1,1,1,1,1,1,3,1,10,10018971,1,1,2,2,1,1,1,2,1,1
17332,2,1,1,1,1,1,2,3,1,10,10018972,1,1,1,1,2,2,1,2,2,2
17333,2,1,1,1,1,1,2,4,1,10,10018973,1,2,2,2,1,2,1,2,2,2
17334,3,1,1,1,1,1,2,4,1,10,10018974,1,1,2,2,1,2,1,2,2,1
17335,2,1,1,1,1,2,2,2,1,10,10018975,1,2,1,1,1,2,1,2,2,1
17336,3,1,1,1,1,1,1,5,1,10,10019233,1,2,2,2,1,1,1,1,1,1
17337,2,1,1,1,1,2,1,5,1,10,10019234,1,2,2,2,1,2,1,2,1,1
17338,3,1,1,1,1,1,1,3,1,10,10019235,1,1,2,2,1,2,1,1,1,1
17339,2,1,1,1,1,1,1,2,1,10,10019401,1,1,2,2,1,2,1,2,2,1
17340,3,1,1,1,1,1,1,4,1,10,10019402,1,1,2,2,1,2,1,1,1,1
17341,2,1,1,1,1,1,2,3,1,10,10019403,1,1,2,2,1,2,1,2,2,1
17342,2,1,1,1,1,1,2,2,1,10,10019404,1,2,2,2,1,2,1,2,1,2
17343,2,1,1,1,1,1,1,4,1,10,10019405,1,2,2,2,1,2,1,1,2,1
17344,3,1,1,1,1,1,1,4,1,10,10019581,1,1,2,2,2,2,1,1,1,1
17345,3,1,1,1,1,1,1,2,1,10,10019582,1,1,2,2,1,2,1,2,2,1
17346,3,1,1,1,1,1,1,4,1,10,10019583,1,1,1,2,1,1,1,2,1,1
17347,3,1,1,1,1,1,1,4,1,10,10019584,1,2,2,2,1,2,1,2,2,1
17348,3,1,1,1,1,1,1,2,1,10,10019585,1,2,2,2,1,2,1,1,1,1
17349,3,1,1,1,1,1,1,6,1,10,10019641,1,1,2,2,1,1,1,2,1,1
17350,2,1,1,1,1,2,2,2,1,10,10019642,1,2,1,1,1,2,1,2,2,2
17351,2,1,1,1,1,1,1,3,1,10,10019643,1,1,2,1,1,2,1,2,1,1
17352,2,1,1,1,1,2,1,1,1,10,10019644,1,2,2,2,2,2,1,2,2,2
17353,3,1,1,1,1,1,1,6,1,10,10019645,1,2,2,2,1,2,1,2,2,1
17354,2,1,1,1,1,2,2,2,1,10,10019671,1,2,2,2,1,2,1,2,1,2
17355,3,1,1,1,1,1,2,2,1,10,10019672,1,2,2,2,1,2,1,2,2,2
17356,3,1,1,1,1,1,2,7,1,10,10019673,1,1,2,2,1,1,1,1,2,1
17357,3,1,1,1,1,1,2,1,1,10,10019674,1,1,1,2,2,2,1,2,2,1
17358,3,1,1,1,1,1,1,2,1,10,10019675,1,1,1,2,1,1,1,1,2,1
17359,3,1,1,1,1,1,2,2,1,10,10019771,1,2,1,2,2,2,1,2,1,1
17360,3,1,1,1,1,1,2,4,1,10,10019772,1,2,1,1,1,2,1,2,2,1
17361,3,1,1,1,1,1,1,3,1,10,10019773,1,2,1,1,1,2,1,2,2,2
17362,2,1,1,1,2,2,2,3,1,10,10019774,1,1,1,1,1,2,1,2,2,2
17363,3,1,1,1,1,1,2,5,1,10,10019775,1,1,1,2,1,2,1,2,2,2
17364,3,3,1,1,2,2,2,5,1,10,10020001,1,1,1,2,1,2,1,2,2,1
17365,3,1,1,1,1,1,2,6,1,10,10020002,1,1,2,2,1,2,1,2,1,1
17366,3,1,1,1,1,1,1,5,1,10,10020005,1,1,2,2,1,1,1,2,1,1
17367,3,1,1,1,1,2,1,1,1,10,10020041,1,1,1,1,2,2,1,2,2,2
17368,3,1,1,1,1,1,1,1,1,10,10020042,1,1,2,2,2,2,1,2,2,1
17369,3,1,1,1,1,1,1,4,1,10,10020043,1,1,2,2,1,2,1,2,1,1
17370,3,1,1,1,1,1,1,4,1,10,10020044,1,2,2,2,1,1,1,2,1,1
17371,3,1,1,1,1,1,1,3,1,10,10020045,1,1,2,1,1,1,1,1,1,1
17372,2,1,1,1,1,1,1,4,1,10,10020111,1,2,1,1,1,2,1,2,2,1
17373,3,1,1,1,1,1,1,6,1,10,10020112,1,1,2,2,1,2,1,2,1,1
17374,3,1,1,1,1,1,1,3,1,10,10020115,1,2,2,2,1,1,1,2,1,1
17375,3,1,1,1,1,1,1,2,1,10,10020371,1,1,1,2,1,1,1,2,1,1
17376,2,2,1,1,1,2,2,4,1,10,10020372,1,2,2,2,1,2,1,2,2,2
17377,1,1,2,1,2,2,2,2,1,10,10020373,1,2,1,2,1,2,1,2,2,2
17378,2,1,1,1,1,2,2,3,1,10,10020374,1,2,2,2,1,2,2,2,2,2
17379,1,6,2,1,1,2,1,3,1,10,10020375,1,2,1,2,2,2,2,2,2,2
17380,3,1,1,1,1,1,1,4,1,10,10020381,1,1,2,2,1,1,1,1,1,1
17381,3,1,1,1,1,1,1,2,1,10,10020382,1,1,2,2,1,2,1,2,2,1
17382,2,1,1,1,1,1,1,4,1,10,10020383,1,1,2,2,1,2,1,2,1,2
17383,1,3,2,1,2,2,1,1,1,10,10020384,1,1,2,2,2,2,1,2,2,2
17384,2,1,1,1,1,1,1,5,1,10,10020385,1,2,2,2,1,1,1,1,1,1
17385,3,1,1,1,1,1,1,4,1,10,10020411,1,1,2,1,1,1,1,2,2,1
17386,3,1,1,1,1,2,2,1,1,10,10020412,1,1,1,1,2,2,1,2,2,2
17387,2,1,1,1,1,2,2,2,1,10,10020413,1,2,1,2,2,2,1,2,2,2
17388,2,1,1,1,1,1,2,6,1,10,10020414,1,2,2,2,1,2,1,1,2,1
17389,3,2,1,1,1,1,2,2,1,10,10020415,1,2,2,2,1,2,1,2,2,2
17390,2,1,1,1,1,1,2,2,1,10,10020421,1,1,2,2,1,2,1,1,2,1
17391,3,1,1,1,1,1,1,5,1,10,10020422,1,2,2,2,1,2,1,2,1,1
17392,3,1,1,1,1,1,1,1,1,10,10020423,1,2,2,2,1,2,1,2,1,1
17393,3,1,1,1,1,1,1,7,1,10,10020424,1,2,1,1,2,2,1,1,1,1
17394,3,1,1,1,1,2,2,1,1,10,10020425,1,2,2,2,1,2,1,2,2,2
17395,1,2,1,1,2,1,2,4,1,10,10020521,1,2,1,1,1,2,1,2,2,2
17396,2,1,1,1,1,2,2,2,1,10,10020522,1,2,2,2,1,2,2,2,2,2
17397,2,1,1,2,2,2,1,1,1,10,10020523,1,2,2,2,2,2,1,2,2,2
17398,2,1,1,1,1,1,1,3,1,10,10020524,1,1,1,2,1,2,1,2,2,1
17399,2,1,1,1,1,2,2,1,1,10,10020525,1,2,2,2,1,1,1,2,2,2
17400,3,1,1,1,1,1,1,4,1,10,10020791,1,2,2,2,1,2,1,2,1,1
17401,2,1,1,1,1,1,1,3,1,10,10020794,1,2,2,2,1,2,1,2,2,2
17402,3,1,1,1,1,2,2,3,1,10,10020795,1,2,1,1,1,2,1,2,2,2
17403,3,1,1,1,1,1,1,4,1,10,10020812,1,2,2,2,1,2,1,1,2,1
17404,3,1,1,1,1,1,1,4,1,10,10020813,1,1,2,2,1,2,1,2,1,1
17405,3,1,1,1,1,2,2,1,1,10,10020814,1,2,2,2,1,2,2,2,2,2
17406,2,1,1,1,1,1,2,4,1,10,10020815,1,1,1,2,1,2,1,2,2,2
17407,3,1,1,1,1,1,1,6,1,10,10020881,1,2,2,2,1,1,1,2,2,1
17408,3,1,1,1,1,1,2,1,1,10,10020882,1,2,1,2,1,2,1,2,1,1
17409,3,1,1,1,1,1,2,10,1,10,10020883,1,2,1,1,1,2,1,2,2,2
17410,2,1,1,1,2,2,2,2,1,10,10020884,1,2,2,2,1,2,1,2,2,2
17411,3,1,1,1,1,1,1,5,1,10,10021011,1,2,2,2,1,2,1,2,2,1
17412,3,1,1,1,1,1,1,2,1,10,10021012,1,2,2,2,1,2,1,2,2,1
17413,2,1,1,1,1,1,2,5,1,10,10021013,1,1,2,1,1,1,1,2,2,1
17414,3,1,1,1,1,1,2,3,1,10,10021014,1,2,2,2,1,1,1,2,2,1
17415,3,1,1,1,1,1,1,4,1,10,10021015,1,1,2,1,1,2,1,2,1,1
17416,3,1,1,1,1,1,1,6,1,10,10021211,1,2,1,1,2,2,1,1,2,1
17417,3,1,1,1,1,1,2,1,1,10,10021212,1,1,2,2,1,2,1,2,2,1
17418,3,1,1,1,1,1,1,4,1,10,10021213,1,1,2,2,1,1,1,2,1,1
17419,3,1,1,1,1,1,2,3,1,10,10021214,1,1,2,2,1,1,1,2,2,2
17420,3,1,1,1,1,1,1,6,1,10,10021215,1,2,1,1,2,2,1,2,1,1
17421,3,1,1,1,1,1,2,3,1,10,10021221,1,2,2,2,1,2,1,2,1,1
17422,3,1,1,1,1,1,1,6,1,10,10021222,1,2,2,2,1,2,1,1,2,1
17423,3,1,1,1,1,1,1,6,1,10,10021223,1,1,2,2,1,2,1,2,2,1
17424,3,1,1,1,1,1,1,2,1,10,10021224,1,2,2,2,1,2,1,2,1,1
17425,3,1,1,1,1,2,2,5,1,10,10021225,1,2,2,2,1,2,1,1,2,1
17426,2,1,2,1,1,1,2,4,1,10,10021241,1,1,2,2,1,2,1,2,1,2
17427,3,1,1,1,1,1,1,2,1,10,10021242,1,2,2,2,1,2,1,2,1,1
17428,3,1,1,1,1,1,1,4,1,10,10021244,1,2,2,2,1,2,1,2,1,1
17429,3,1,1,1,1,1,1,4,1,10,10021245,1,2,2,2,1,1,1,2,1,1
17430,3,1,1,1,1,1,1,5,1,10,10021251,1,2,2,2,1,2,1,2,1,1
17431,3,1,1,1,1,1,1,3,1,10,10021252,1,1,2,2,1,2,1,2,2,1
17432,3,1,1,1,2,2,2,2,1,10,10021253,1,2,2,2,2,2,1,2,2,2
17433,2,1,1,1,1,1,2,4,1,10,10021254,1,1,2,2,1,2,1,1,2,1
17434,3,1,1,1,1,1,1,5,1,10,10021255,1,2,2,2,1,2,1,2,2,1
17435,2,2,1,1,1,2,2,4,1,10,10021281,1,1,1,2,2,2,1,2,2,2
17436,2,1,1,1,1,2,1,5,1,10,10021282,1,2,1,1,2,2,1,2,2,1
17437,3,1,1,1,1,1,1,3,1,10,10021283,1,2,1,1,2,1,1,2,1,2
17438,2,1,1,1,1,1,2,4,1,10,10021284,1,2,2,2,1,2,1,2,2,2
17439,2,1,1,1,2,2,2,1,1,10,10021285,1,1,1,1,2,2,1,2,2,2
17440,3,1,1,1,1,1,1,4,1,10,10021701,1,2,2,2,1,1,1,2,1,1
17441,3,1,1,1,1,1,2,3,1,10,10021702,1,2,2,2,1,2,1,2,2,1
17442,3,1,1,1,1,2,2,6,1,10,10021704,1,2,1,2,2,2,1,2,2,2
17443,2,1,1,1,1,1,2,5,1,10,10021705,1,2,1,2,1,2,1,2,2,2
17444,2,1,1,1,1,1,2,2,1,10,10021911,1,1,2,2,1,2,1,2,2,1
17445,2,1,1,1,1,1,2,2,1,10,10021912,1,2,2,2,1,2,1,2,2,2
17446,2,1,1,1,1,1,1,3,1,10,10021913,1,1,2,2,1,2,1,1,1,1
17447,2,1,1,1,1,2,2,1,1,10,10021914,1,1,2,2,1,2,1,2,2,2
17448,2,1,1,1,1,2,2,3,1,10,10021915,1,1,2,2,1,2,1,2,2,2
17449,3,1,1,1,1,1,1,1,1,10,10021952,1,2,2,2,1,2,1,2,2,2
17450,2,1,1,1,1,2,2,2,1,10,10021953,1,2,2,2,1,2,1,2,1,2
17451,3,1,1,1,1,1,1,4,1,10,10021954,1,1,2,2,1,2,1,1,2,2
17452,3,1,1,1,1,1,1,4,1,10,10021955,1,1,2,2,1,2,1,2,1,1
17453,3,1,1,1,1,1,1,2,1,10,10022171,1,1,1,1,1,2,1,2,2,1
17454,3,1,1,1,1,2,2,2,1,10,10022172,1,2,2,2,1,2,1,2,2,2
17455,3,1,1,1,1,1,2,4,1,10,10022173,1,2,2,2,1,1,1,1,2,1
17456,3,1,1,1,2,2,2,1,1,10,10022174,1,2,1,1,1,2,2,2,2,2
17457,3,1,1,1,2,2,2,2,1,10,10022175,1,2,2,2,2,2,2,2,2,2
17458,3,1,1,1,1,1,2,6,1,10,10022192,1,2,2,2,1,2,1,2,2,1
17459,3,1,1,1,1,1,2,3,1,10,10022193,1,2,1,2,2,2,1,2,2,1
17460,2,1,1,1,2,1,2,1,1,10,10022194,1,2,1,1,2,2,1,2,2,2
17461,2,2,1,1,1,1,2,5,1,10,10022195,1,1,1,1,2,2,1,2,2,1
17462,3,1,1,1,1,1,2,5,1,10,10022271,1,2,2,2,1,2,1,2,2,2
17463,3,1,1,1,1,1,1,3,1,10,10022272,1,1,2,2,1,1,1,1,1,1
17464,3,1,1,1,1,1,2,3,1,10,10022273,1,1,2,2,1,2,1,2,2,2
17465,3,1,1,1,1,1,1,4,1,10,10022274,1,2,2,2,1,2,1,2,2,1
17466,3,1,1,1,1,1,1,5,1,10,10022275,1,2,2,2,1,2,1,2,2,1
17467,2,1,1,1,2,2,2,1,1,10,10022351,1,2,1,1,2,2,1,2,2,1
17468,2,1,1,1,1,1,2,3,1,10,10022353,1,1,1,2,1,1,1,2,2,1
17469,3,1,1,1,1,1,1,3,1,10,10022354,1,2,2,2,1,1,1,2,1,1
17470,3,1,1,1,1,1,2,5,1,10,10022355,1,2,2,2,1,1,1,2,1,1
17471,2,1,1,1,1,1,2,4,1,10,10022581,1,2,2,2,1,2,1,2,2,1
17472,2,1,1,1,2,2,2,3,1,10,10022582,1,2,2,2,2,2,1,2,2,1
17473,2,1,1,1,1,1,2,5,1,10,10022583,1,1,2,2,1,2,1,2,1,1
17474,3,1,1,1,1,1,1,4,1,10,10022584,1,1,2,2,1,1,1,1,1,1
17475,2,1,1,1,1,1,2,4,1,10,10022585,1,2,2,2,1,2,1,2,2,1
17476,3,1,1,1,1,1,2,3,1,10,10022811,1,2,1,1,1,2,2,2,2,2
17477,2,1,1,1,1,1,2,1,1,10,10022812,1,1,2,2,1,2,1,2,2,2
17478,2,1,1,1,1,1,2,2,1,10,10022813,1,2,2,1,1,2,1,2,2,2
17479,2,1,1,1,1,1,1,4,1,10,10022814,1,1,2,2,1,2,1,2,1,2
17480,3,1,1,1,1,1,1,5,1,10,10022815,1,2,2,2,1,1,1,2,1,1
17481,2,1,1,1,1,1,1,2,1,10,10022831,1,2,2,2,1,2,1,2,1,1
17482,3,1,1,1,1,1,1,5,1,10,10022832,1,2,2,2,1,2,1,2,2,1
17483,3,1,1,1,1,1,1,6,1,10,10022834,1,2,2,2,1,1,1,2,2,1
17484,3,1,1,1,1,1,1,1,1,10,10022835,1,2,2,2,1,2,1,2,2,2
17485,3,1,1,1,1,1,1,4,1,10,10022901,1,2,2,2,1,1,1,2,2,1
17486,3,1,1,1,1,2,2,3,1,10,10022902,1,2,2,2,1,2,1,2,2,2
17487,3,1,1,1,1,1,2,1,1,10,10022903,1,2,2,2,2,2,1,2,2,1
17488,3,1,1,1,1,1,1,4,1,10,10022904,1,2,2,2,1,1,1,2,2,1
17489,2,1,1,1,1,2,2,3,1,10,10022905,1,1,2,2,2,2,1,2,2,1
17490,2,1,1,1,1,1,2,4,1,10,10023011,1,2,2,2,1,2,1,2,2,2
17491,3,1,1,1,1,1,1,4,1,10,10023012,1,1,2,2,1,2,1,2,1,2
17492,3,1,1,1,1,1,1,7,1,10,10023013,1,1,2,2,1,2,1,2,1,2
17493,2,1,1,1,1,1,2,5,1,10,10023014,1,1,2,2,1,2,1,1,1,1
17494,3,1,1,1,1,1,2,4,1,10,10023015,1,2,2,2,1,2,1,2,2,2
17495,2,1,1,1,1,2,2,2,1,10,10023061,1,1,1,1,2,2,1,2,2,2
17496,2,1,1,1,1,1,2,5,1,10,10023062,1,2,1,1,2,2,1,2,2,2
17497,2,1,1,1,1,1,1,2,1,10,10023063,1,2,2,2,1,2,1,2,1,1
17498,3,1,1,1,1,2,2,2,1,10,10023064,1,2,2,2,1,2,1,2,2,2
17499,3,1,1,1,1,1,2,5,1,10,10023065,1,2,1,1,2,2,1,2,2,2
17500,3,1,1,1,1,1,2,1,1,10,10023091,1,2,2,2,1,2,1,2,2,2
17501,2,1,1,1,1,2,1,1,1,10,10023092,1,2,1,1,2,2,1,2,2,1
17502,2,1,1,1,1,1,2,1,1,10,10023093,1,1,2,2,1,1,1,2,1,2
17503,2,1,1,1,1,1,2,3,1,10,10023094,1,1,1,2,2,1,1,2,2,2
17504,3,1,1,1,1,1,1,3,1,10,10023131,1,1,2,1,1,2,1,2,1,1
17505,2,1,1,1,1,1,1,6,1,10,10023132,1,1,1,2,1,2,1,2,2,1
17506,3,1,1,1,1,1,1,3,1,10,10023133,1,2,2,2,1,2,1,1,2,1
17507,3,1,1,1,1,1,1,2,1,10,10023134,1,2,2,2,1,2,1,2,2,1
17508,2,1,1,1,2,2,1,1,1,10,10023135,1,2,1,2,2,2,1,2,2,1
17509,2,1,1,1,1,1,2,3,1,10,10023136,1,1,1,2,2,2,1,2,2,2
17510,3,1,1,1,1,1,2,4,1,10,10023137,1,1,2,2,1,2,1,2,2,2
17511,2,1,1,1,1,1,2,4,1,10,10023138,1,2,2,2,2,2,1,2,1,1
17512,3,1,1,1,1,1,1,4,1,10,100231310,1,2,2,2,1,1,1,2,1,1
17513,3,1,1,1,1,1,1,6,1,10,100231311,1,2,2,2,1,1,1,1,2,1
17514,2,1,1,1,1,1,2,5,1,10,100231312,1,1,1,2,1,2,1,2,2,2
17515,2,1,1,1,1,2,1,4,1,10,100231313,1,2,1,2,2,2,1,2,2,1
17516,2,1,1,1,1,2,1,5,1,10,100231314,1,2,1,2,1,2,1,2,2,2
17517,1,1,1,1,1,2,2,3,1,10,100231315,1,2,1,2,2,2,2,2,2,2
17518,2,2,1,1,2,2,2,2,1,10,100231316,1,2,1,2,2,2,2,2,2,2
17519,2,1,1,1,1,1,2,6,1,10,100231317,1,2,1,2,1,2,1,2,2,2
17520,3,1,1,1,1,1,1,2,1,10,100231319,1,2,1,2,1,2,1,2,2,2
17521,2,1,1,1,1,1,2,2,1,10,100231320,1,1,1,2,1,2,1,2,2,1
17522,3,1,1,1,1,1,2,2,1,10,10023601,1,1,2,2,1,2,1,2,2,2
17523,3,1,1,1,1,1,1,2,1,10,10023602,1,1,1,2,1,2,1,2,1,1
17524,2,1,1,1,1,1,2,3,1,10,10023603,1,2,1,2,1,1,1,2,2,1
17525,3,1,1,1,1,1,1,4,1,10,10023604,1,2,2,2,1,1,1,1,1,1
17526,2,1,1,1,1,1,1,4,1,10,10023605,1,1,2,2,1,1,1,2,2,2
17527,2,1,1,1,1,2,1,3,1,10,10023606,1,2,2,2,1,2,1,2,1,1
17528,2,1,1,1,1,1,1,6,1,10,10023607,1,2,1,1,2,2,1,2,2,1
17529,2,1,1,1,1,2,1,2,1,10,10023609,1,1,2,2,2,2,1,2,2,2
17530,3,1,1,1,1,2,2,3,1,10,100236010,1,2,1,2,1,2,1,2,2,2
17531,2,1,1,1,1,1,1,6,1,10,100236011,1,1,1,1,1,2,1,2,2,2
17532,2,1,1,1,1,1,1,5,1,10,100236012,1,1,1,2,2,2,1,2,2,1
17533,3,1,1,1,1,2,1,5,1,10,100236013,1,2,2,2,1,2,1,1,2,1
17534,3,1,1,1,1,1,1,3,1,10,100236014,1,2,2,2,1,2,1,2,2,2
17535,3,1,1,1,1,1,1,4,1,10,100236015,1,1,2,2,1,2,1,1,1,2
17536,3,1,1,1,1,1,1,5,1,10,100236016,1,2,1,2,1,2,1,2,1,1
17537,3,1,1,1,1,1,1,3,1,10,100236017,1,1,2,2,1,2,1,2,1,2
17538,3,1,1,1,1,1,1,4,1,10,100236018,1,1,1,2,1,2,1,2,1,1
17539,2,1,1,1,1,1,1,5,1,10,100236019,1,2,1,2,2,2,1,2,2,2
17540,3,1,1,1,1,1,1,4,1,10,100236020,1,2,2,2,1,2,1,2,2,2
17541,3,1,1,1,1,1,1,2,1,10,10023871,1,1,2,2,1,1,1,2,1,1
17542,3,1,1,1,1,1,1,3,1,10,10023872,1,2,2,2,1,2,1,2,1,1
17543,3,1,1,1,1,1,2,3,1,10,10023873,1,1,1,1,1,2,1,2,1,1
17544,3,1,1,1,1,1,1,3,1,10,10023874,1,2,2,2,1,2,1,2,1,1
17545,3,1,1,1,1,2,1,6,1,10,10023875,1,2,2,2,1,2,1,2,2,1
17546,3,1,1,1,1,1,1,2,1,10,10023891,1,1,2,2,1,2,1,2,2,2
17547,2,1,1,1,1,2,2,2,1,10,10023892,1,1,1,1,1,2,1,2,2,2
17548,3,1,1,1,1,1,1,3,1,10,10023893,1,1,2,2,1,1,1,2,1,1
17549,2,1,1,1,1,1,2,3,1,10,10023894,1,1,1,1,2,2,1,2,2,2
17550,2,1,1,1,1,1,1,2,1,10,10023895,1,2,2,2,1,2,1,2,2,2
17551,2,1,1,1,1,1,2,2,1,10,10023921,1,1,2,2,1,2,1,2,2,1
17552,3,1,1,1,1,1,1,3,1,10,10023922,1,1,1,2,1,2,1,1,1,1
17553,3,1,1,1,1,1,1,2,1,10,10023923,1,2,2,2,1,2,1,2,1,1
17554,3,1,1,1,1,1,1,2,1,10,10023924,1,1,2,2,1,1,1,1,1,1
17555,3,1,1,1,1,1,1,4,1,10,10023925,1,2,2,2,1,1,1,1,1,1
17556,3,1,1,1,1,1,1,4,1,10,10023941,1,1,1,1,1,1,1,2,1,1
17557,3,1,1,1,1,1,1,1,1,10,10023942,1,2,2,2,1,1,1,1,1,1
17558,3,1,1,1,1,1,1,4,1,10,10023944,1,1,2,2,1,2,1,2,1,1
17559,3,1,1,1,1,1,1,4,1,10,10023945,1,1,2,2,1,2,1,1,1,1
17560,3,1,1,1,1,1,1,2,1,10,10023981,1,1,1,2,1,2,1,1,1,1
17561,2,1,1,1,1,1,2,2,1,10,10023982,1,2,2,2,1,2,1,2,2,2
17562,3,1,1,1,1,1,1,6,1,10,10023983,1,1,2,2,1,2,1,2,1,1
17563,3,1,1,1,1,1,1,4,1,10,10023984,1,1,2,2,1,1,1,2,1,1
17564,2,1,1,1,1,2,1,4,1,10,10024051,1,2,1,2,2,2,1,2,2,1
17565,3,1,1,1,1,1,1,4,1,10,10024052,1,1,2,2,1,1,1,1,1,1
17566,3,1,1,1,1,1,1,4,1,10,10024053,1,1,2,2,1,2,1,2,2,1
17567,2,1,1,1,1,2,2,2,1,10,10024054,1,2,2,2,1,2,1,2,2,2
17568,2,1,1,1,1,1,1,4,1,10,10024055,1,1,2,2,1,2,1,2,1,1
17569,3,1,1,1,1,1,1,3,1,10,10024262,1,1,2,2,1,2,1,2,1,1
17570,3,1,1,1,1,1,1,2,1,10,10024263,1,1,2,2,1,2,2,1,2,1
17571,3,1,1,1,1,1,1,2,1,10,10024264,1,2,1,1,1,2,1,2,2,1
17572,3,1,1,1,1,1,1,3,1,10,10024265,1,1,1,1,1,1,1,1,2,1
17573,2,1,1,1,1,1,2,1,1,10,10024321,1,2,2,2,1,2,1,2,2,1
17574,2,1,1,1,1,1,2,5,2,10,10024322,1,2,2,2,1,2,1,2,2,1
17575,2,1,1,1,1,1,2,5,2,10,10024322,2,1,1,1,2,2,2,2,2,2
17576,2,1,1,1,1,1,2,2,1,10,10024323,1,1,2,2,1,2,1,2,2,2
17577,3,1,1,1,1,1,2,4,1,10,10024325,1,1,2,2,1,1,1,2,2,1
17578,3,1,1,1,1,1,2,4,1,10,10024591,1,1,1,1,2,2,1,2,2,1
17579,3,1,1,1,1,1,2,3,1,10,10024592,1,2,1,2,1,2,1,1,2,1
17580,3,1,1,1,1,1,1,7,1,10,10024593,1,1,2,2,1,2,1,2,1,1
17581,3,1,1,1,1,1,1,3,1,10,10024595,1,1,2,2,1,2,1,2,1,1
17582,2,1,1,1,1,1,2,1,1,10,10024751,1,2,1,2,2,2,2,2,2,2
17583,3,1,1,1,1,1,1,3,1,10,10024752,1,1,2,2,1,1,1,2,1,1
17584,2,1,1,1,1,1,2,1,1,10,10024753,1,1,2,2,1,2,1,2,2,2
17585,2,1,1,1,1,1,1,2,1,10,10024754,1,1,1,1,1,2,1,2,2,1
